,driver,codriver,manufacturer,entrant,group,eventClasses,tags,entryId,eventId,driverId,codriverId,manufacturerId,entrantId,groupId,identifier,vehicleModel,entryListOrder,pbf,drive,eligibility,priority,status,tyreManufacturer
27,"{'personId': 8790, 'countryId': 209, 'country': {'countryId': 209, 'name': 'Spain', 'iso2': 'ES', 'iso3': 'ESP'}, 'firstName': 'Daniel', 'lastName': 'ALONSO', 'abbvName': 'D. ALONSO', 'fullName': 'Daniel ALONSO', 'code': 'ALO', 'licenseNumber': None}","{'personId': 5490, 'countryId': 209, 'country': {'countryId': 209, 'name': 'Spain', 'iso2': 'ES', 'iso3': 'ESP'}, 'firstName': 'Alejandro', 'lastName': 'LÓPEZ', 'abbvName': 'A. LÓPEZ', 'fullName': 'Alejandro LÓPEZ', 'code': 'ESP', 'licenseNumber': None}","{'manufacturerId': 13, 'name': 'Citroen', 'logoFilename': 'citroen'}","{'entrantId': 2620, 'name': 'DANIEL ALONSO', 'logoFilename': ''}","{'groupId': 98, 'name': 'Rally2'}","[{'eventClassId': 1428, 'eventId': 354, 'name': 'RC2'}]",[],37234,354,8790,5490,13,2620,98,40,C3,28,,,WRC2 (DM/C),P2,Retired,None
28,"{'personId': 4781, 'countryId': 215, 'country': {'countryId': 215, 'name': 'Sweden', 'iso2': 'SE', 'iso3': 'SWE'}, 'firstName': 'Jörgen', 'lastName': 'JONASSON', 'abbvName': 'J. JONASSON', 'fullName': 'Jörgen JONASSON', 'code': 'JON', 'licenseNumber': None}","{'personId': 4782, 'countryId': 215, 'country': {'countryId': 215, 'name': 'Sweden', 'iso2': 'SE', 'iso3': 'SWE'}, 'firstName': 'Nicklas', 'lastName': 'JONASSON', 'abbvName': 'N. JONASSON', 'fullName': 'Nicklas JONASSON', 'code': 'JON', 'licenseNumber': None}","{'manufacturerId': 77, 'name': 'Skoda', 'logoFilename': 'skoda'}","{'entrantId': 1027, 'name': 'JÖRGEN JONASSON', 'logoFilename': ''}","{'groupId': 98, 'name': 'Rally2'}","[{'eventClassId': 1428, 'eventId': 354, 'name': 'RC2'}]",[],37235,354,4781,4782,77,1027,98,41,Fabia Evo,29,,,WRC2 (D/C),P2,Retired,None
29,"{'personId': 5194, 'countryId': 110, 'country': {'countryId': 110, 'name': 'Italy', 'iso2': 'IT', 'iso3': 'ITA'}, 'firstName': 'Luciano', 'lastName': 'COBBE', 'abbvName': 'L. COBBE', 'fullName': 'Luciano COBBE', 'code': 'COB', 'licenseNumber': None}","{'personId': 4682, 'countryId': 110, 'country': {'countryId': 110, 'name': 'Italy', 'iso2': 'IT', 'iso3': 'ITA'}, 'firstName': 'Roberto', 'lastName': 'MOMETTI', 'abbvName': 'R. MOMETTI', 'fullName': 'Roberto MOMETTI', 'code': 'MOM', 'licenseNumber': None}","{'manufacturerId': 77, 'name': 'Skoda', 'logoFilename': 'skoda'}","{'entrantId': 1215, 'name': 'LUCIANO COBBE', 'logoFilename': ''}","{'groupId': 98, 'name': 'Rally2'}","[{'eventClassId': 1428, 'eventId': 354, 'name': 'RC2'}]",[],37236,354,5194,4682,77,1215,98,44,Fabia Evo,30,,,WRC2 (DM/CM),P2,Entry,None
30,"{'personId': 854, 'countryId': 215, 'country': {'countryId': 215, 'name': 'Sweden', 'iso2': 'SE', 'iso3': 'SWE'}, 'firstName': 'Joakim', 'lastName': 'ROMAN', 'abbvName': 'J. ROMAN', 'fullName': 'Joakim ROMAN', 'code': 'ROM', 'licenseNumber': None}","{'personId': 12454, 'countryId': 215, 'country': {'countryId': 215, 'name': 'Sweden', 'iso2': 'SE', 'iso3': 'SWE'}, 'firstName': 'Ida Lidebjer', 'lastName': 'GRANBERG', 'abbvName': 'I. GRANBERG', 'fullName': 'Ida Lidebjer GRANBERG', 'code': 'GRA', 'licenseNumber': None}","{'manufacturerId': 77, 'name': 'Skoda', 'logoFilename': 'skoda'}","{'entrantId': 217, 'name': 'JOAKIM ROMAN', 'logoFilename': None}","{'groupId': 98, 'name': 'Rally2'}","[{'eventClassId': 1428, 'eventId': 354, 'name': 'RC2'}]",[],37237,354,854,12454,77,217,98,45,Fabia,31,,,WRC2 (DCM/CC),P2,Rejoined,None
31,"{'personId': 12455, 'countryId': 173, 'country': {'countryId': 173, 'name': 'Paraguay', 'iso2': 'PY', 'iso3': 'PRY'}, 'firstName': 'Miguel', 'lastName': 'ZALDIVAR', 'abbvName': 'M. ZALDIVAR', 'fullName': 'Miguel ZALDIVAR', 'code': 'ZAL', 'licenseNumber': None}","{'personId': 2053, 'countryId': 11, 'country': {'countryId': 11, 'name': 'Argentina', 'iso2': 'AR', 'iso3': 'ARG'}, 'firstName': 'Jose', 'lastName': 'DIAZ', 'abbvName': 'J. DIAZ', 'fullName': 'Jose DIAZ', 'code': 'DIA', 'licenseNumber': None}","{'manufacturerId': 33, 'name': 'Hyundai', 'logoFilename': 'hyundai'}","{'entrantId': 2647, 'name': 'MIGUEL ZALDIVAR', 'logoFilename': ''}","{'groupId': 98, 'name': 'Rally2'}","[{'eventClassId': 1428, 'eventId': 354, 'name': 'RC2'}]",[],37238,354,12455,2053,33,2647,98,46,i20 N,32,,,WRC2 (DM/C),P2,Entry,None
32,"{'personId': 5504, 'countryId': 209, 'country': {'countryId': 209, 'name': 'Spain', 'iso2': 'ES', 'iso3': 'ESP'}, 'firstName': 'Miguel', 'lastName': 'DÍAZ ABOITIZ', 'abbvName': 'M. DÍAZ ABOITIZ', 'fullName': 'Miguel DÍAZ ABOITIZ', 'code': 'DIA', 'licenseNumber': None}","{'personId': 5484, 'countryId': 209, 'country': {'countryId': 209, 'name': 'Spain', 'iso2': 'ES', 'iso3': 'ESP'}, 'firstName': 'Rodolfo', 'lastName': 'DEL BARRIO', 'abbvName': 'R. DEL BARRIO', 'fullName': 'Rodolfo DEL BARRIO', 'code': 'DEL', 'licenseNumber': None}","{'manufacturerId': 77, 'name': 'Skoda', 'logoFilename': 'skoda'}","{'entrantId': 1359, 'name': 'MIGUEL DÍAZ ABOITIZ', 'logoFilename': ''}","{'groupId': 98, 'name': 'Rally2'}","[{'eventClassId': 1428, 'eventId': 354, 'name': 'RC2'}]",[],37239,354,5504,5484,77,1359,98,47,Fabia Evo,33,,,WRC2 (DCM/CC),P2,Entry,None
33,"{'personId': 7298, 'countryId': 209, 'country': {'countryId': 209, 'name': 'Spain', 'iso2': 'ES', 'iso3': 'ESP'}, 'firstName': 'Alexander', 'lastName': 'VILLANUEVA', 'abbvName': 'A. VILLANUEVA', 'fullName': 'Alexander VILLANUEVA', 'code': 'VIL', 'licenseNumber': None}","{'personId': 4545, 'countryId': 209, 'country': {'countryId': 209, 'name': 'Spain', 'iso2': 'ES', 'iso3': 'ESP'}, 'firstName': 'Jose', 'lastName': 'MURADO', 'abbvName': 'J. MURADO', 'fullName': 'Jose MURADO', 'code': 'MUR', 'licenseNumber': None}","{'manufacturerId': 77, 'name': 'Skoda', 'logoFilename': 'skoda'}","{'entrantId': 1621, 'name': 'ALEXANDER VILLANUEVA', 'logoFilename': ''}","{'groupId': 98, 'name': 'Rally2'}","[{'eventClassId': 1428, 'eventId': 354, 'name': 'RC2'}]",[],37240,354,7298,4545,77,1621,98,48,Fabia Evo,34,,,WRC2 (DM/C),P2,Entry,None
34,"{'personId': 9102, 'countryId': 75, 'country': {'countryId': 75, 'name': 'Finland', 'iso2': 'FI', 'iso3': 'FIN'}, 'firstName': 'Roope', 'lastName': 'KORHONEN', 'abbvName': 'R. KORHONEN', 'fullName': 'Roope KORHONEN', 'code': 'KOR', 'licenseNumber': None}","{'personId': 9103, 'countryId': 75, 'country': {'countryId': 75, 'name': 'Finland', 'iso2': 'FI', 'iso3': 'FIN'}, 'firstName': 'Anssi', 'lastName': 'VIINIKKA', 'abbvName': 'A. VIINIKKA', 'fullName': 'Anssi VIINIKKA', 'code': 'VII', 'licenseNumber': None}","{'manufacturerId': 26, 'name': 'Ford', 'logoFilename': 'ford'}","{'entrantId': 2648, 'name': 'ROOPE KORHONEN', 'logoFilename': ''}","{'groupId': 121, 'name': 'Rally3'}","[{'eventClassId': 1429, 'eventId': 354, 'name': 'RC3'}]",[],37241,354,9102,9103,26,2648,121,49,Fiesta Rally3,35,,,WRC3,P3,Entry,None
35,"{'personId': 7170, 'countryId': 107, 'country': {'countryId': 107, 'name': 'Ireland', 'iso2': 'IE', 'iso3': 'IRL'}, 'firstName': 'William', 'lastName': 'CREIGHTON', 'abbvName': 'W. CREIGHTON', 'fullName': 'William CREIGHTON', 'code': 'CRE', 'licenseNumber': None}","{'personId': 4097, 'countryId': 107, 'country': {'countryId': 107, 'name': 'Ireland', 'iso2': 'IE', 'iso3': 'IRL'}, 'firstName': 'Liam', 'lastName': 'REGAN', 'abbvName': 'L. REGAN', 'fullName': 'Liam REGAN', 'code': 'REG', 'licenseNumber': None}","{'manufacturerId': 26, 'name': 'Ford', 'logoFilename': 'ford'}","{'entrantId': 1477, 'name': 'MOTORSPORT IRELAND RALLY ACADEMY', 'logoFilename': ''}","{'groupId': 121, 'name': 'Rally3'}","[{'eventClassId': 1429, 'eventId': 354, 'name': 'RC3'}]",[],37242,354,7170,4097,26,1477,121,50,Fiesta Rally3,36,,,JWRC / WRC3,P4,Entry,None
36,"{'personId': 5279, 'countryId': 130, 'country': {'countryId': 130, 'name': 'Luxembourg', 'iso2': 'LU', 'iso3': 'LUX'}, 'firstName': 'Grégoire', 'lastName': 'MUNSTER', 'abbvName': 'G. MUNSTER', 'fullName': 'Grégoire MUNSTER', 'code': 'MUN', 'licenseNumber': None}","{'personId': 571, 'countryId': 22, 'country': {'countryId': 22, 'name': 'Belgium', 'iso2': 'BE', 'iso3': 'BEL'}, 'firstName': 'Louis', 'lastName': 'LOUKA', 'abbvName': 'L. LOUKA', 'fullName': 'Louis LOUKA', 'code': 'LOU', 'licenseNumber': None}","{'manufacturerId': 26, 'name': 'Ford', 'logoFilename': 'ford'}","{'entrantId': 1246, 'name': 'GRÉGOIRE MUNSTER', 'logoFilename': ''}","{'groupId': 121, 'name': 'Rally3'}","[{'eventClassId': 1429, 'eventId': 354, 'name': 'RC3'}]",[],37243,354,5279,571,26,1246,121,51,Fiesta Rally3,37,,,JWRC,P4,Entry,None
37,"{'personId': 10005, 'countryId': 76, 'country': {'countryId': 76, 'name': 'France', 'iso2': 'FR', 'iso3': 'FRA'}, 'firstName': 'Laurent', 'lastName': 'PELLIER', 'abbvName': 'L. PELLIER', 'fullName': 'Laurent PELLIER', 'code': 'PEL', 'licenseNumber': None}","{'personId': 10006, 'countryId': 76, 'country': {'countryId': 76, 'name': 'France', 'iso2': 'FR', 'iso3': 'FRA'}, 'firstName': 'Marine', 'lastName': 'PELAMOURGUES', 'abbvName': 'M. PELAMOURGUES', 'fullName': 'Marine PELAMOURGUES', 'code': 'PEL', 'licenseNumber': None}","{'manufacturerId': 26, 'name': 'Ford', 'logoFilename': 'ford'}","{'entrantId': 2649, 'name': 'LAURENT PELLIER', 'logoFilename': ''}","{'groupId': 121, 'name': 'Rally3'}","[{'eventClassId': 1429, 'eventId': 354, 'name': 'RC3'}]",[],37244,354,10005,10006,26,2649,121,52,Fiesta Rally3,38,,,JWRC / WRC3,P4,Entry,None
38,"{'personId': 6120, 'countryId': 75, 'country': {'countryId': 75, 'name': 'Finland', 'iso2': 'FI', 'iso3': 'FIN'}, 'firstName': 'Toni', 'lastName': 'HERRANEN', 'abbvName': 'T. HERRANEN', 'fullName': 'Toni HERRANEN', 'code': 'HER', 'licenseNumber': None}","{'personId': 5276, 'countryId': 75, 'country': {'countryId': 75, 'name': 'Finland', 'iso2': 'FI', 'iso3': 'FIN'}, 'firstName': 'Mikko', 'lastName': 'LUKKA', 'abbvName': 'M. LUKKA', 'fullName': 'Mikko LUKKA', 'code': 'LUK', 'licenseNumber': None}","{'manufacturerId': 26, 'name': 'Ford', 'logoFilename': 'ford'}","{'entrantId': 1585, 'name': 'TONI HERRANEN', 'logoFilename': ''}","{'groupId': 121, 'name': 'Rally3'}","[{'eventClassId': 1429, 'eventId': 354, 'name': 'RC3'}]",[],37245,354,6120,5276,26,1585,121,53,Fiesta Rally3,39,,,WRC3,P3,Rejoined,None
39,"{'personId': 5371, 'countryId': 173, 'country': {'countryId': 173, 'name': 'Paraguay', 'iso2': 'PY', 'iso3': 'PRY'}, 'firstName': 'Diego', 'lastName': 'DOMINGUEZ', 'abbvName': 'D. DOMINGUEZ', 'fullName': 'Diego DOMINGUEZ', 'code': 'DOM', 'licenseNumber': None}","{'personId': 5372, 'countryId': 209, 'country': {'countryId': 209, 'name': 'Spain', 'iso2': 'ES', 'iso3': 'ESP'}, 'firstName': 'Rogelio', 'lastName': 'PEÑATE', 'abbvName': 'R. PEÑATE', 'fullName': 'Rogelio PEÑATE', 'code': 'PEN', 'licenseNumber': None}","{'manufacturerId': 26, 'name': 'Ford', 'logoFilename': 'ford'}","{'entrantId': 1300, 'name': 'DIEGO DOMINGUEZ', 'logoFilename': ''}","{'groupId': 121, 'name': 'Rally3'}","[{'eventClassId': 1429, 'eventId': 354, 'name': 'RC3'}]",[],37246,354,5371,5372,26,1300,121,54,Fiesta Rally3,40,,,JWRC / WRC3,P4,Entry,None
40,"{'personId': 12456, 'countryId': 75, 'country': {'countryId': 75, 'name': 'Finland', 'iso2': 'FI', 'iso3': 'FIN'}, 'firstName': 'Jesse', 'lastName': 'KALLIO', 'abbvName': 'J. KALLIO', 'fullName': 'Jesse KALLIO', 'code': 'KAL', 'licenseNumber': None}","{'personId': 12457, 'countryId': 75, 'country': {'countryId': 75, 'name': 'Finland', 'iso2': 'FI', 'iso3': 'FIN'}, 'firstName': 'Jussi', 'lastName': 'LINDBERG', 'abbvName': 'J. LINDBERG', 'fullName': 'Jussi LINDBERG', 'code': 'LIN', 'licenseNumber': None}","{'manufacturerId': 26, 'name': 'Ford', 'logoFilename': 'ford'}","{'entrantId': 2650, 'name': 'JESSE KALLIO', 'logoFilename': ''}","{'groupId': 121, 'name': 'Rally3'}","[{'eventClassId': 1429, 'eventId': 354, 'name': 'RC3'}]",[],37247,354,12456,12457,26,2650,121,55,Fiesta Rally3,41,,,WRC3,P3,Entry,None
41,"{'personId': 12458, 'countryId': 107, 'country': {'countryId': 107, 'name': 'Ireland', 'iso2': 'IE', 'iso3': 'IRL'}, 'firstName': 'Eamonn', 'lastName': 'KELLY', 'abbvName': 'E. KELLY', 'fullName': 'Eamonn KELLY', 'code': 'KEL', 'licenseNumber': None}","{'personId': 12459, 'countryId': 107, 'country': {'countryId': 107, 'name': 'Ireland', 'iso2': 'IE', 'iso3': 'IRL'}, 'firstName': 'Conor', 'lastName': 'MOHAN', 'abbvName': 'C. MOHAN', 'fullName': 'Conor MOHAN', 'code': 'MOH', 'licenseNumber': None}","{'manufacturerId': 26, 'name': 'Ford', 'logoFilename': 'ford'}","{'entrantId': 1477, 'name': 'MOTORSPORT IRELAND RALLY ACADEMY', 'logoFilename': ''}","{'groupId': 121, 'name': 'Rally3'}","[{'eventClassId': 1429, 'eventId': 354, 'name': 'RC3'}]",[],37248,354,12458,12459,26,1477,121,56,Fiesta Rally3,42,,,JWRC / WRC3,P4,Retired,None
42,"{'personId': 8474, 'countryId': 60, 'country': {'countryId': 60, 'name': 'Czech Republic', 'iso2': 'CZ', 'iso3': 'CZE'}, 'firstName': 'Filip', 'lastName': 'KOHN', 'abbvName': 'F. KOHN', 'fullName': 'Filip KOHN', 'code': 'KOH', 'licenseNumber': None}","{'personId': 10321, 'countryId': 60, 'country': {'countryId': 60, 'name': 'Czech Republic', 'iso2': 'CZ', 'iso3': 'CZE'}, 'firstName': 'Tomas', 'lastName': 'STRESKA', 'abbvName': 'T. STRESKA', 'fullName': 'Tomas STRESKA', 'code': 'STR', 'licenseNumber': None}","{'manufacturerId': 26, 'name': 'Ford', 'logoFilename': 'ford'}","{'entrantId': 2501, 'name': 'FILIP KOHN', 'logoFilename': ''}","{'groupId': 121, 'name': 'Rally3'}","[{'eventClassId': 1429, 'eventId': 354, 'name': 'RC3'}]",[],37249,354,8474,10321,26,2501,121,57,Fiesta Rally3,43,,,WRC3,P3,Rejoined,None
43,"{'personId': 10015, 'countryId': 209, 'country': {'countryId': 209, 'name': 'Spain', 'iso2': 'ES', 'iso3': 'ESP'}, 'firstName': 'Raúl', 'lastName': 'HERNÁNDEZ', 'abbvName': 'R. HERNÁNDEZ', 'fullName': 'Raúl HERNÁNDEZ', 'code': 'HER', 'licenseNumber': None}","{'personId': 6114, 'countryId': 209, 'country': {'countryId': 209, 'name': 'Spain', 'iso2': 'ES', 'iso3': 'ESP'}, 'firstName': 'Rodrigo', 'lastName': 'SANJUAN', 'abbvName': 'R. SANJUAN', 'fullName': 'Rodrigo SANJUAN', 'code': 'SAN', 'licenseNumber': None}","{'manufacturerId': 26, 'name': 'Ford', 'logoFilename': 'ford'}","{'entrantId': 2651, 'name': 'RAÚL HERNÁNDEZ', 'logoFilename': ''}","{'groupId': 121, 'name': 'Rally3'}","[{'eventClassId': 1429, 'eventId': 354, 'name': 'RC3'}]",[],37250,354,10015,6114,26,2651,121,58,Fiesta Rally3,44,,,JWRC,P4,Entry,None
44,"{'personId': 7775, 'countryId': 22, 'country': {'countryId': 22, 'name': 'Belgium', 'iso2': 'BE', 'iso3': 'BEL'}, 'firstName': 'Tom', 'lastName': 'RENSONNET', 'abbvName': 'T. RENSONNET', 'fullName': 'Tom RENSONNET', 'code': 'REN', 'licenseNumber': None}","{'personId': 5834, 'countryId': 22, 'country': {'countryId': 22, 'name': 'Belgium', 'iso2': 'BE', 'iso3': 'BEL'}, 'firstName': 'Loic', 'lastName': 'DUMONT', 'abbvName': 'L. DUMONT', 'fullName': 'Loic DUMONT', 'code': 'DUM', 'licenseNumber': None}","{'manufacturerId': 26, 'name': 'Ford', 'logoFilename': 'ford'}","{'entrantId': 2652, 'name': 'RACB NATIONAL TEAM', 'logoFilename': ''}","{'groupId': 121, 'name': 'Rally3'}","[{'eventClassId': 1429, 'eventId': 354, 'name': 'RC3'}]",[],37251,354,7775,5834,26,2652,121,59,Fiesta Rally3,45,,,JWRC / WRC3,P4,Entry,None
45,"{'personId': 4544, 'countryId': 209, 'country': {'countryId': 209, 'name': 'Spain', 'iso2': 'ES', 'iso3': 'ESP'}, 'firstName': 'Roberto', 'lastName': 'BLACH', 'abbvName': 'R. BLACH', 'fullName': 'Roberto BLACH', 'code': 'BLA', 'licenseNumber': None}","{'personId': 4930, 'countryId': 209, 'country': {'countryId': 209, 'name': 'Spain', 'iso2': 'ES', 'iso3': 'ESP'}, 'firstName': 'Mauro', 'lastName': 'BARREIRO', 'abbvName': 'M. BARREIRO', 'fullName': 'Mauro BARREIRO', 'code': 'BAR', 'licenseNumber': None}","{'manufacturerId': 26, 'name': 'Ford', 'logoFilename': 'ford'}","{'entrantId': 2653, 'name': 'ROBERTO BLACH', 'logoFilename': ''}","{'groupId': 121, 'name': 'Rally3'}","[{'eventClassId': 1429, 'eventId': 354, 'name': 'RC3'}]",[],37252,354,4544,4930,26,2653,121,60,Fiesta Rally3,46,,,JWRC,P4,Entry,None
46,"{'personId': 7525, 'countryId': 116, 'country': {'countryId': 116, 'name': 'Kenya', 'iso2': 'KE', 'iso3': 'KEN'}, 'firstName': 'Hamza', 'lastName': 'ANWAR', 'abbvName': 'H. ANWAR', 'fullName': 'Hamza ANWAR', 'code': 'ANW', 'licenseNumber': None}","{'personId': 7524, 'countryId': 116, 'country': {'countryId': 116, 'name': 'Kenya', 'iso2': 'KE', 'iso3': 'KEN'}, 'firstName': 'Adnan', 'lastName': 'DIN', 'abbvName': 'A. DIN', 'fullName': 'Adnan DIN', 'code': 'DIN', 'licenseNumber': None}","{'manufacturerId': 26, 'name': 'Ford', 'logoFilename': 'ford'}","{'entrantId': 1686, 'name': 'HAMZA ANWAR', 'logoFilename': ''}","{'groupId': 121, 'name': 'Rally3'}","[{'eventClassId': 1429, 'eventId': 354, 'name': 'RC3'}]",[],37253,354,7525,7524,26,1686,121,61,Fiesta Rally3,47,,,JWRC / WRC3,P4,Entry,None
47,"{'personId': 8866, 'countryId': 209, 'country': {'countryId': 209, 'name': 'Spain', 'iso2': 'ES', 'iso3': 'ESP'}, 'firstName': 'Jose Luis', 'lastName': 'GARCIA', 'abbvName': 'J. GARCIA', 'fullName': 'Jose Luis GARCIA', 'code': 'GAR', 'licenseNumber': None}","{'personId': 5437, 'countryId': 209, 'country': {'countryId': 209, 'name': 'Spain', 'iso2': 'ES', 'iso3': 'ESP'}, 'firstName': 'Daniel', 'lastName': 'CUE', 'abbvName': 'D. CUE', 'fullName': 'Daniel CUE', 'code': 'Cue', 'licenseNumber': None}","{'manufacturerId': 77, 'name': 'Skoda', 'logoFilename': 'skoda'}","{'entrantId': 2654, 'name': 'JOSÉ LUIS GARCÍA', 'logoFilename': ''}","{'groupId': 98, 'name': 'Rally2'}","[{'eventClassId': 1428, 'eventId': 354, 'name': 'RC2'}]",[],37254,354,8866,5437,77,2654,98,62,Fabia Evo,48,,,(DM),,Rejoined,None
48,"{'personId': 12460, 'countryId': 112, 'country': {'countryId': 112, 'name': 'Japan', 'iso2': 'JP', 'iso3': 'JPN'}, 'firstName': 'Yuki', 'lastName': 'YAMAMOTO', 'abbvName': 'Y. YAMAMOTO', 'fullName': 'Yuki YAMAMOTO', 'code': 'YAM', 'licenseNumber': None}","{'personId': 4790, 'countryId': 75, 'country': {'countryId': 75, 'name': 'Finland', 'iso2': 'FI', 'iso3': 'FIN'}, 'firstName': 'Miika', 'lastName': 'TEISKONEN', 'abbvName': 'M. TEISKONEN', 'fullName': 'Miika TEISKONEN', 'code': 'TEI', 'licenseNumber': None}","{'manufacturerId': 69, 'name': 'Renault', 'logoFilename': 'renault'}","{'entrantId': 1844, 'name': 'TOYOTA GAZOO RACING WRT NG', 'logoFilename': ''}","{'groupId': 99, 'name': 'Rally4'}","[{'eventClassId': 1430, 'eventId': 354, 'name': 'RC4'}]",[],37255,354,12460,4790,69,1844,99,63,Clio Rally4,49,,,,,Rejoined,None
49,"{'personId': 12461, 'countryId': 112, 'country': {'countryId': 112, 'name': 'Japan', 'iso2': 'JP', 'iso3': 'JPN'}, 'firstName': 'Nao', 'lastName': 'OTAKE', 'abbvName': 'N. OTAKE', 'fullName': 'Nao OTAKE', 'code': 'OTA', 'licenseNumber': None}","{'personId': 786, 'countryId': 75, 'country': {'countryId': 75, 'name': 'Finland', 'iso2': 'FI', 'iso3': 'FIN'}, 'firstName': 'Marko', 'lastName': 'SALMINEN', 'abbvName': 'M. SALMINEN', 'fullName': 'Marko SALMINEN', 'code': 'SAL', 'licenseNumber': None}","{'manufacturerId': 69, 'name': 'Renault', 'logoFilename': 'renault'}","{'entrantId': 1844, 'name': 'TOYOTA GAZOO RACING WRT NG', 'logoFilename': ''}","{'groupId': 99, 'name': 'Rally4'}","[{'eventClassId': 1430, 'eventId': 354, 'name': 'RC4'}]",[],37256,354,12461,786,69,1844,99,64,Clio Rally4,50,,,,,Entry,None
50,"{'personId': 12462, 'countryId': 112, 'country': {'countryId': 112, 'name': 'Japan', 'iso2': 'JP', 'iso3': 'JPN'}, 'firstName': 'Hikaru', 'lastName': 'KOGURE', 'abbvName': 'H. KOGURE', 'fullName': 'Hikaru KOGURE', 'code': 'KOG', 'licenseNumber': None}","{'personId': 6099, 'countryId': 75, 'country': {'countryId': 75, 'name': 'Finland', 'iso2': 'FI', 'iso3': 'FIN'}, 'firstName': 'Topi', 'lastName': 'LUHTINEN', 'abbvName': 'T. LUHTINEN', 'fullName': 'Topi LUHTINEN', 'code': 'LUH', 'licenseNumber': None}","{'manufacturerId': 69, 'name': 'Renault', 'logoFilename': 'renault'}","{'entrantId': 1844, 'name': 'TOYOTA GAZOO RACING WRT NG', 'logoFilename': ''}","{'groupId': 99, 'name': 'Rally4'}","[{'eventClassId': 1430, 'eventId': 354, 'name': 'RC4'}]",[],37257,354,12462,6099,69,1844,99,65,Clio Rally4,51,,,,,Entry,None
51,"{'personId': 12364, 'countryId': 110, 'country': {'countryId': 110, 'name': 'Italy', 'iso2': 'IT', 'iso3': 'ITA'}, 'firstName': 'Matteo', 'lastName': 'FONTANA', 'abbvName': 'M. FONTANA', 'fullName': 'Matteo FONTANA', 'code': 'FON', 'licenseNumber': None}","{'personId': 12365, 'countryId': 110, 'country': {'countryId': 110, 'name': 'Italy', 'iso2': 'IT', 'iso3': 'ITA'}, 'firstName': 'Alessandro', 'lastName': 'ARNABOLDI', 'abbvName': 'A. ARNABOLDI', 'fullName': 'Alessandro ARNABOLDI', 'code': 'ARN', 'licenseNumber': None}","{'manufacturerId': 65, 'name': 'Peugeot', 'logoFilename': 'peugeot'}","{'entrantId': 2634, 'name': 'MATTEO FONTANA', 'logoFilename': ''}","{'groupId': 99, 'name': 'Rally4'}","[{'eventClassId': 1430, 'eventId': 354, 'name': 'RC4'}]",[],37258,354,12364,12365,65,2634,99,66,208 Rally4,52,,,,,Rejoined,None
